id	name	group	subgroup	cat	value	country
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0031283	PRT
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0033068	PRT
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.008728	PRT
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0112381	PRT
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	0.0021493	PRT
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	0.0047728	PRT
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	0.0055561	PRT
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0024955	PRT
know_math_2	Mathematics	Knowledge	2	know_math	-0.0074343	PRT
know_eng_1	Food Production	Knowledge	2	know_manu	0.0130059	PRT
know_eng_4	Design	Knowledge	2	know_eng	-0.0046333	PRT
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	-0.00317	PRT
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0098345	PRT
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	0.0036014	PRT
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0099504	PRT
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0143058	PRT
know_math_6	Psychology	Knowledge	2	know_math	0.0231055	PRT
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	0.0039991	PRT
know_health_1	Geography	Knowledge	2	know_math	0.011266	PRT
know_math_5	Biology	Knowledge	2	know_math	0.0160348	PRT
skills_math	Mathematics	Skills	2	skills_Basic_Cont	-0.0027	PRT
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0105828	PRT
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0013927	PRT
know_trans	Transportation	Knowledge	1	know_trans	-0.0021084	PRT
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0109131	PRT
know_math_4	Chemistry	Knowledge	2	know_math	0.0101436	PRT
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0006243	PRT
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0095638	PRT
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	0.0029986	PRT
know_com_1	Law and Government	Knowledge	2	know_law	0.0082112	PRT
know_bis_2	Clerical	Knowledge	2	know_bis	0.0068282	PRT
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.002129	PRT
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0061381	PRT
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	0.0024726	PRT
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0085832	PRT
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	-0.0048564	PRT
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.017793	PRT
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.003247	PRT
ab_endur	Endurance	Abilities	1	ab_endur	-0.0036298	PRT
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0059646	PRT
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0073531	PRT
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0065927	PRT
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0129877	PRT
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0049986	PRT
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0138574	ROU
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0136649	ROU
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0097283	ROU
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.003687	ROU
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0088183	ROU
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	-0.0034751	ROU
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0191946	ROU
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0169389	ROU
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0105346	ROU
know_health_1	Geography	Knowledge	2	know_math	0.000395	ROU
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0061384	ROU
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0065722	ROU
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0133164	ROU
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0067014	ROU
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0207505	ROU
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0098266	ROU
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0018374	ROU
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0060998	ROU
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.014881	ROU
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0065809	ROU
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0000574	ROU
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0073152	ROU
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.005836	ROU
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0127994	ROU
know_com_1	Law and Government	Knowledge	2	know_law	0.0055323	ROU
ab_endur	Endurance	Abilities	1	ab_endur	-0.0096871	ROU
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0099931	ROU
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0084018	ROU
know_bis_2	Clerical	Knowledge	2	know_bis	0.0189093	ROU
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0091	ROU
know_math_3	Physics	Knowledge	2	know_math	-0.0019154	ROU
know_com_2	Telecommunications	Knowledge	2	know_com	-0.0015431	ROU
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0028189	ROU
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0098399	ROU
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.011166	ROU
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0089924	ROU
ab_attent	Attentiveness	Abilities	1	ab_attent	0.00000612	ROU
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0036709	ROU
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0063664	ROU
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0044696	ROU
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	-0.0018196	ROU
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0057955	ROU
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0107005	ROU
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0133957	ROU
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0082188	ROU
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0071387	ROU
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0073206	ROU
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0035621	ROU
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0068618	ROU
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0061979	ROU
know_bis_1	Administration and Management	Knowledge	2	know_bis	-0.004303	ROU
know_math_2	Mathematics	Knowledge	2	know_math	0.0152927	ROU
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0110604	ROU
know_math_4	Chemistry	Knowledge	2	know_math	-0.0183689	ROU
know_math_5	Biology	Knowledge	2	know_math	-0.0067779	ROU
know_trans	Transportation	Knowledge	1	know_trans	0.000431	ROU
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0028275	ROU
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0135589	ROU
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0092644	ROU
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0037234	ROU
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.004997	ROU
skills_Social_2	Programming	Skills	2	skills_Tech	0.0042274	ROU
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0072576	ROU
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0086388	ROU
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0040211	ROU
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0019112	ROU
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0108237	ROU
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0084746	ROU
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0103617	ROU
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0002045	ROU
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0312224	ROU
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0169356	ROU
know_math_6	Psychology	Knowledge	2	know_math	0.0108586	ROU
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0087182	ROU
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0137422	ROU
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0203178	ROU
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0061283	ROU
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0003622	ROU
know_eng_4	Design	Knowledge	2	know_eng	-0.0083878	ROU
know_health_1	Geography	Knowledge	2	know_math	0.004814	SVK
know_math_1	Mechanics	Knowledge	2	know_eng	0.0077796	SVK
know_math_6	Psychology	Knowledge	2	know_math	0.0193413	SVK
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0145433	SVK
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0005476	SVK
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0052689	SVK
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0060336	SVK
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0005633	SVK
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0110234	SVK
know_eng_4	Design	Knowledge	2	know_eng	0.0158321	SVK
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	0.0008053	SVK
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0009206	SVK
know_math_2	Mathematics	Knowledge	2	know_math	0.0175363	SVK
know_trans_1	Communications and Media	Knowledge	2	know_com	0.005939	SVK
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.011418	SVK
ab_visual	Visual Abilities	Abilities	1	ab_visual	0.0029869	SVK
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0121326	SVK
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0158857	SVK
ab_endur	Endurance	Abilities	1	ab_endur	-0.0059175	SVK
know_com_1	Law and Government	Knowledge	2	know_law	0.010647	SVK
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0010732	SVK
skills_Social_2	Programming	Skills	2	skills_Tech	0.0084724	SVK
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.005698	SVK
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0050389	SVK
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0169047	SVK
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0045417	SVK
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0090116	SVK
know_trans	Transportation	Knowledge	1	know_trans	-0.0049218	SVK
know_math_3	Physics	Knowledge	2	know_math	0.0092672	SVK
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0152613	SVK
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0070646	SVK
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.024748	SVK
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0145655	SVK
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0005482	SVK
know_manu_2	Production and Processing	Knowledge	2	know_manu	0.0026392	SVK
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0003999	SVK
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0139199	SVK
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0119715	SVK
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	0.0023388	SVK
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0010887	SVK
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0124098	SVK
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0107546	SVK
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	0.006776	SVK
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0148721	SVK
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0130748	SVK
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0058341	SVK
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0186014	SVK
skills_Social_1	Installation	Skills	2	skills_Tech	0.0004686	SVK
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	0.0084711	SVK
know_bis_2	Clerical	Knowledge	2	know_bis	0.0122938	SVK
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0101891	SVK
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0042264	SVK
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0067553	SVK
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0173727	SVK
skills_scie	Science	Skills	2	skills_Basic_Cont	0.016378	SVK
know_eng_5	Building and Construction	Knowledge	2	know_eng	0.0007962	SVK
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	0.0045201	SVK
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0109472	SVK
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.01478	SVK
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0103503	SVK
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0146835	SVK
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0147155	SVK
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0052397	SVK
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0149355	SVK
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0074705	SVK
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	0.0010447	SVK
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0132341	SVK
know_math_5	Biology	Knowledge	2	know_math	0.0100898	SVK
know_com_2	Telecommunications	Knowledge	2	know_com	0.0076747	SVK
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.00054	SVK
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.014754	SVK
know_math_4	Chemistry	Knowledge	2	know_math	0.0096313	SVK
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0076914	SVK
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	0.0041121	SVK
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0058622	SVK
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	0.0025074	SVK
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0108397	SVK
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0148838	SVK
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0153251	SVK
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0012046	SVN
know_trans	Transportation	Knowledge	1	know_trans	-0.0037651	SVN
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0047241	SVN
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0109186	SVN
ab_endur	Endurance	Abilities	1	ab_endur	-0.0063968	SVN
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0083304	SVN
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0039013	SVN
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0135868	SVN
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0103172	SVN
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0051022	SVN
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.003705	SVN
know_eng_4	Design	Knowledge	2	know_eng	-0.0031464	SVN
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0051149	SVN
know_math_4	Chemistry	Knowledge	2	know_math	-0.0044536	SVN
know_math_6	Psychology	Knowledge	2	know_math	0.005775	SVN
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0110444	SVN
know_bis_2	Clerical	Knowledge	2	know_bis	0.0100569	SVN
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	-0.0002524	SVN
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0075097	SVN
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	-0.0007434	SVN
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	-0.0061799	SVN
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.008283	SVN
know_math_5	Biology	Knowledge	2	know_math	0.0051767	SVN
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0002303	SVN
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0122098	SVN
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0009171	SVN
know_math_2	Mathematics	Knowledge	2	know_math	0.0058638	SVN
ab_attent	Attentiveness	Abilities	1	ab_attent	-0.000997	SVN
skills_mon	Monitoring	Skills	2	skills_Basic_Process	-0.0004456	SVN
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	-0.0035377	SVN
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	-0.008472	SVN
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0089134	SVN
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.002458	SVN
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0047436	SVN
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0159191	SVN
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0101704	SVN
know_math_3	Physics	Knowledge	2	know_math	0.0002533	SVN
know_arts_3	History and Archeology	Knowledge	2	know_arts	-0.0013658	SVN
know_com_1	Law and Government	Knowledge	2	know_law	-0.0042906	SVN
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0004374	SVN
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0041408	SVN
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0091678	SVN
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0063421	SVN
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0112646	SVN
skills_Social_2	Programming	Skills	2	skills_Tech	0.004204	SVN
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.006008	SVN
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0017503	SVN
know_bis_1	Administration and Management	Knowledge	2	know_bis	-0.0091411	SVN
know_health_1	Geography	Knowledge	2	know_math	-0.003809	SVN
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0043093	SVN
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0040509	SVN
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0095575	SVN
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0081065	SVN
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0010957	SVN
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	-0.0011535	SVN
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0059752	SVN
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	-0.0032659	SVN
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0024574	SVN
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0088884	SVN
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0006417	SVN
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0126104	SVN
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0033604	SVN
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0072964	SVN
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	-0.0003234	SVN
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0013132	SVN
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0033933	SVN
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0053308	SVN
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0051112	SVN
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0004862	SVN
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0035035	SVN
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0050825	SVN
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0063101	SVN
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0047565	SVN
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0069028	SVN
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0144136	SVN
know_com_2	Telecommunications	Knowledge	2	know_com	0.0017382	SVN
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0088315	SVN
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0004977	SVN
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	-0.0045096	SVN
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.00286	SWE
know_health_1	Geography	Knowledge	2	know_math	0.0088722	SWE
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0079907	SWE
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0137119	SWE
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0157052	SWE
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0006466	SWE
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0111869	SWE
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0089834	SWE
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0090055	SWE
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0135426	SWE
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0070402	SWE
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0038935	SWE
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0127339	SWE
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0160703	SWE
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.021658	SWE
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.017542	SWE
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.002891	SWE
know_math_3	Physics	Knowledge	2	know_math	-0.0001827	SWE
know_trans	Transportation	Knowledge	1	know_trans	-0.0063127	SWE
know_math_6	Psychology	Knowledge	2	know_math	0.0188322	SWE
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0154095	SWE
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0219822	SWE
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0194738	SWE
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0058368	SWE
know_math_5	Biology	Knowledge	2	know_math	0.0072728	SWE
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0143303	SWE
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0151568	SWE
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0034595	SWE
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0180795	SWE
skills_Social_1	Installation	Skills	2	skills_Tech	0.00000855	SWE
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0122539	SWE
ab_endur	Endurance	Abilities	1	ab_endur	-0.0109984	SWE
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0148519	SWE
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0153728	SWE
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0041049	SWE
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0115393	SWE
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0158588	SWE
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0082653	SWE
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0075199	SWE
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0102483	SWE
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0133649	SWE
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0177756	SWE
know_bis_2	Clerical	Knowledge	2	know_bis	0.0191602	SWE
skills_Social_2	Programming	Skills	2	skills_Tech	0.0068512	SWE
know_com_1	Law and Government	Knowledge	2	know_law	0.0137359	SWE
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.016224	SWE
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0220425	SWE
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0080783	SWE
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0113676	SWE
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0016558	SWE
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0062583	SWE
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0083909	SWE
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0122508	SWE
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0088913	SWE
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0049359	SWE
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0097305	SWE
know_math_2	Mathematics	Knowledge	2	know_math	0.0162273	SWE
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0146621	SWE
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	-0.0006246	SWE
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0056931	SWE
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0112838	SWE
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0113294	SWE
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0195223	SWE
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0034585	SWE
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0037532	SWE
know_eng_4	Design	Knowledge	2	know_eng	-0.0022832	SWE
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0107731	SWE
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.005785	SWE
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0129054	SWE
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.006796	SWE
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0119736	SWE
know_math_4	Chemistry	Knowledge	2	know_math	-0.0013701	SWE
know_com_2	Telecommunications	Knowledge	2	know_com	0.0019091	SWE
